,name,price,ratings,image
132,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
133,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
134,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
135,"I KALL K777 Ultra Series Multimedia Keypad Mobile (1.8 Inch, Dual Sim, Camera) (Black)",Rs. 899,1.0 out of 5 stars,https://m.media-amazon.com/images/I/61wc5MuG6CL._AC_UY218_.jpg
136,Lava GEM (Gold + Black),"Rs. 1,499",4.1 out of 5 stars,https://m.media-amazon.com/images/I/312j0wjWf4L._AC_UY218_.jpg
137,Nokia 150 (2020) (Red),"Rs. 2,399",3.9 out of 5 stars,https://m.media-amazon.com/images/I/41dN0RQDN0L._AC_UY218_.jpg
138,"Redmi 9 Power (Fiery Red, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Alexa Hands-Free Capable","Rs. 10,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71hEzQGO5qL._AC_UY218_.jpg
139,"Nokia G20 Smartphone, Dual SIM 4G, 4GB RAM/64GB Storage, 48MP Quad Camera with 6.5” (16.51 cm) Screen | Blue","Rs. 13,490",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61OiHUy-bfS._AC_UY218_.jpg
140,"Nokia 215 4G Dual SIM 4G Phone with Long Battery Life, Multiplayer Games, Wireless FM Radio and Durable Ergonomic Design – Black_124.7 x 51.0 x 13.7 mm","Rs. 2,999",3.4 out of 5 stars,https://m.media-amazon.com/images/I/61ueIKbR2YL._AC_UY218_.jpg
141,"I KALL K11 Ultra Series Multimedia Keypad Mobile (1.8 Inch, 2500 mAh Battery, Camera) (Blue)",Rs. 949,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61Ax+J+xXaL._AC_UY218_.jpg
142,"itel Ace(4.5cm, 1000mAh, Light Blue)",Rs. 769,3.7 out of 5 stars,https://m.media-amazon.com/images/I/71OyrZL8CrL._AC_UY218_.jpg
143,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
144,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
145,G'Five U707 Combo of Two Dual Sim Open FM Auto Call Recorder SOS Button 1 Year Warranty (Black Red : Black Red),"Rs. 1,299",2.5 out of 5 stars,https://m.media-amazon.com/images/I/717+rj1SrQL._AC_UY218_.jpg
146,"I KALL Z2 Smartphone (4GB, 32GB), Blue","Rs. 6,079",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41C2BW3Ph8L._AC_UY218_.jpg
147,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera with Glossy Finish (D15, Gold)",Rs. 949,5.0 out of 5 stars,https://m.media-amazon.com/images/I/516+UdJH16L._AC_UY218_.jpg
148,Nokia 110 Dual SIM (Blue),"Rs. 1,672",3.8 out of 5 stars,https://m.media-amazon.com/images/I/41l8Ih2TENL._AC_UY218_.jpg
149,"Lava A1 Josh 21-Dual Sim |Call Blink Notfication |auto Call recoding |Military Grade Certified with 4 Day Battery Backup, Blue Silver",Rs. 959,4.0 out of 5 stars,https://m.media-amazon.com/images/I/716oD06jiUL._AC_UY218_.jpg
150,"Xifo Kechaoda Model K1166 Mini 1.54 inch Colour Display Card Phone with Camera (Dual Sim, Rosegold Colour)","Rs. 1,295",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81WSoAhPsDL._AC_UY218_.jpg
151,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
152,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 44,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
153,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
154,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
155,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
156,"Samsung Galaxy M32 (Light Blue, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71F4jU7MRUS._AC_UY218_.jpg
157,"Tecno Spark 7T(Magnet Black, 4GB RAM,64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera","Rs. 8,499",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81EHVlbWOaS._AC_UY218_.jpg
158,"(Renewed) TECNO Spark 7T(Jewel Blue, 4GB RAM, 64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera","Rs. 8,074",1.0 out of 5 stars,https://m.media-amazon.com/images/I/81O3CCjq1-S._AC_UY218_.jpg
159,Micromax X389 (Black+Grey),Rs. 940,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71QMxbc8bsL._AC_UY218_.jpg
160,"OPPO A55 (Rainbow Blue, 4GB RAM, 64GB Storage) | Flat Rs. 3000 Citibank Discount | Get Complimentary 3 Months Prime Membership","Rs. 15,490",3.5 out of 5 stars,https://m.media-amazon.com/images/I/71WImHX0laL._AC_UY218_.jpg
161,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
162,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
163,Nokia 110 Dual SIM (Pink),"Rs. 1,666",3.8 out of 5 stars,https://m.media-amazon.com/images/I/41SkhSXhSRL._AC_UY218_.jpg
164,"Vivo Y53s (Fantastic Rainbow, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 19,490",3.9 out of 5 stars,https://m.media-amazon.com/images/I/61HxPIB0ZcL._AC_UY218_.jpg
165,"Vivo Y33s (Middday Dream, 8GB RAM, 128GB Stoarge) with No Cost EMI/Additional Exchange Offers","Rs. 17,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/61LSu-Gto3L._AC_UY218_.jpg
166,"Samsung Galaxy M02 (Black,2GB RAM, 32GB Storage)","Rs. 7,999",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71etYYG3M8L._AC_UY218_.jpg
167,(Renewed) Lava Flip,"Rs. 1,489",3.4 out of 5 stars,https://m.media-amazon.com/images/I/41tysC266jL._AC_UY218_.jpg
168,"Tecno Spark Go 2021 (Horizon Orange, 2GB RAM, 32GB Storage) | 5000mAh| 6.52"" Display Smartphone","Rs. 7,299",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81O4tGOoslS._AC_UY218_.jpg
169,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 44,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
170,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
171,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
172,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
173,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 17,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/51xFckqp4yL._AC_UY218_.jpg
174,"I KALL Z2 Smartphone (4GB, 32GB), Purple","Rs. 6,079",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41fjukD1D5L._AC_UY218_.jpg
175,"realme narzo 50i (Carbon Black, 2GB RAM+32GB Storage) - with No Cost EMI/Additional Exchange Offers","Rs. 7,499",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71djAn3nxoL._AC_UY218_.jpg
176,"iQOO Z3 5G (Cyber Blue, 8GB RAM, 256GB Storage) | India's First SD 768G 5G Processor | 55W FlashCharge | Upto 9 Months No Cost EMI | 6 Months Free Screen Replacement","Rs. 20,990",4.3 out of 5 stars,https://m.media-amazon.com/images/I/615CXlFtDDS._AC_UY218_.jpg
177,"(Renewed) Nokia 110 4G with Volte HD Calls, Up to 32GB External Memory, FM Radio (Wired & Wireless Dual Mode), Games, Torch | Aqua","Rs. 2,379",3.4 out of 5 stars,https://m.media-amazon.com/images/I/61tzaOQE0qL._AC_UY218_.jpg
178,"OPPO A55 (Rainbow Blue, 4GB RAM, 64GB Storage) | Flat Rs. 3000 Citibank Discount | Get Complimentary 3 Months Prime Membership","Rs. 15,490",3.5 out of 5 stars,https://m.media-amazon.com/images/I/71WImHX0laL._AC_UY218_.jpg
179,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
180,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
181,"I KALL K111 Multimedia Mobile (Red, 2.4 Inch, Dual Sim)",Rs. 749,2.2 out of 5 stars,https://m.media-amazon.com/images/I/71Aet1S2QqL._AC_UY218_.jpg
182,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 13,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51GkJLzb9NL._AC_UY218_.jpg
183,"KECHAODA K112, Triple Sim Phone(Black), 12","Rs. 1,429",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81EOTi4m9FL._AC_UY218_.jpg
184,5S Silver Compatible with iPhone with 8 Mega Pixel Camera(16GB Internal 1GB RAM) 1 Year Warranty,"Rs. 13,999",1.0 out of 5 stars,https://m.media-amazon.com/images/I/61S+FVoyv-L._AC_UY218_.jpg
185,KECHAODA K115 Slim Card Size Dual Sim Phone with External Memory Slot 1.44-inch Display Only Mobile Phone & Charging Cable in Box - Orange,"Rs. 1,057",3.7 out of 5 stars,https://m.media-amazon.com/images/I/71tDI00D2lL._AC_UY218_.jpg
186,"SeniorWorld Easyfone Elite with Sound Amplification - 2.3"" phone with 20+ senior citizen friendly features like Loud sound, sound booster, Dock charger, Photo speed dial, SOS button, Auto call back, App based Remote phone configuration etc. - White","Rs. 3,750",3.8 out of 5 stars,https://m.media-amazon.com/images/I/712nJojiUuL._AC_UY218_.jpg
187,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 44,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
188,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
189,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
190,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
191,"Samsung Galaxy M32 5G (Sky Blue, 8GB RAM, 128GB Storage)","Rs. 18,999",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71os5DRhuSL._AC_UY218_.jpg
192,"Micromax X378 Dual SIM, Black",Rs. 908,3.7 out of 5 stars,https://m.media-amazon.com/images/I/61vCVkQORxL._AC_UY218_.jpg
193,"Xifo Kechaoda Model K66 Mini 1.54 inch Colour Display Card Phone with Camera (Dual Sim, Black Colour)","Rs. 1,295",2.9 out of 5 stars,https://m.media-amazon.com/images/I/71s2qyG5vjL._AC_UY218_.jpg
194,"Nokia C01 Plus 4G, Android 11 (Go Edition), 5.45” HD+ Screen, Dual SIM, 2GB RAM/16GB Storage | Grey","Rs. 6,198",3.2 out of 5 stars,https://m.media-amazon.com/images/I/51zPkPkfKiL._AC_UY218_.jpg
195,"I KALL K37 Premium Keypad Mobile (Dual Sim, 1000 mAh) (Red)",Rs. 799,2.9 out of 5 stars,https://m.media-amazon.com/images/I/419-3iMwtQL._AC_UY218_.jpg
196,"TECNO Spark 7T(Jewel Blue, 4GB RAM, 128GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera","Rs. 10,599",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81aWyRY67SS._AC_UY218_.jpg
197,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 44,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
198,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
199,"Tecno Spark 8 (Atlantic Blue, 2 GB RAM, 64GB Storage) | 16MP Dual AI Camera | New Metal Coding Design| 5000mAh | 8MP Selfie Camera with Dual Flashlight, 6.52"" HD+ Display (Spark 8 (2/64GB))","Rs. 7,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/819Erp6DucL._AC_UY218_.jpg
200,"Redmi 9 Prime (Matte Black, 4GB RAM, 64GB Storage) - Full HD+ Display & AI Quad Camera","Rs. 9,999",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71U2SiHgbiL._AC_UY218_.jpg
201,"Nokia 110 4G with Volte HD Calls, Up to 32GB External Memory, FM Radio (Wired & Wireless Dual Mode), Games, Torch | Charcoal (Nokia 110 DS-4G)","Rs. 2,999",3.4 out of 5 stars,https://m.media-amazon.com/images/I/61KjqRa+FjL._AC_UY218_.jpg
202,"kechaoda 888 Big Size Mobile, Tripple sim 3 sim, with inbuilt Bluetooth Speaker, Open fm, powerbank inbuilt to Charge Other Mobile","Rs. 1,765",4.2 out of 5 stars,https://m.media-amazon.com/images/I/610bjQ++CeL._AC_UY218_.jpg
203,SENIOR WORLD Dual SIM Easyfone Grand for Senior Citizens with Sound Amplifier to Hear The TV and Conversations Louder (White),"Rs. 3,399",3.4 out of 5 stars,https://m.media-amazon.com/images/I/61Mv75DU-fL._AC_UY218_.jpg
204,"OPPO A15s (Fancy White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 12,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71UnRvRqfxL._AC_UY218_.jpg
205,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
206,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
207,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
208,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
209,"I KALL K20 Ultra Series Keypad Multimedia Dual Sim Mobile (1.8 Inch, 2500 mAh Battery) (Black)",Rs. 949,3.5 out of 5 stars,https://m.media-amazon.com/images/I/51o79wsC6-L._AC_UY218_.jpg
210,"itel it2192(4.5cm, Heart Rate Edition, Black)",Rs. 955,3.5 out of 5 stars,https://m.media-amazon.com/images/I/81ugLLtgCDL._AC_UY218_.jpg
211,"I KALL K11 Ultra Series Multimedia Keypad Mobile (1.8 Inch, 2500 mAh Battery, Camera) (Red)",Rs. 949,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61ojyxeEOML._AC_UY218_.jpg
212,"Samsung Galaxy A22 (Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 18,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81Gc-sol2JS._AC_UY218_.jpg
213,"Micromax X378 (Blue, Power Torch Blink on Call, BT Calling Functionality, 800mAh)",Rs. 908,3.6 out of 5 stars,https://m.media-amazon.com/images/I/612eGm17g5L._AC_UY218_.jpg
214,Karbonn KX26 (Black & Red),"Rs. 1,199",3.7 out of 5 stars,https://m.media-amazon.com/images/I/31nFaHX6thL._AC_UY218_.jpg
215,"Blackzone Eco X, Basic Car Shape Flip Along with Charger (Dual Sim & 1.80"" Colour Display Screen) (White)","Rs. 1,364",3.9 out of 5 stars,https://m.media-amazon.com/images/I/31+zECbbseS._AC_UY218_.jpg
216,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 44,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
217,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
218,"KECHAODA K33 Dual SIM, Black and Green","Rs. 1,039",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71UnGiuPpTL._AC_UY218_.jpg
219,"Vivo Y12G (Phantom Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 10,990",3.9 out of 5 stars,https://m.media-amazon.com/images/I/51Uji5yJVoL._AC_UY218_.jpg
220,"Blackzone Eco X, Basic Car Shape Flip Along with Charger (Dual Sim & 1.80"" Colour Display Screen) (Black)","Rs. 1,410",3.9 out of 5 stars,https://m.media-amazon.com/images/I/31YIeQmH6PL._AC_UY218_.jpg
221,"Nokia 150 (Dual SIM, Black)","Rs. 2,599",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41sCuRhaC9L._AC_UY218_.jpg
222,"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera with Glossy Finish (ID15-Blue)",Rs. 949,5.0 out of 5 stars,https://m.media-amazon.com/images/I/51BCf2jdZCL._AC_UY218_.jpg
223,Motorola T101 Cordless Phone (Black),"Rs. 1,626",3.5 out of 5 stars,https://m.media-amazon.com/images/I/718l6HckIgL._AC_UY218_.jpg
224,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
225,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
226,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
227,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
228,"I KALL K24 Ultra Series Dual Sim Multimedia Keypad Mobile (2.4 Inch, 2500 mAh Battery, Strong Torch) (Black)","Rs. 1,149",3.0 out of 5 stars,https://m.media-amazon.com/images/I/515Imwz6jJL._AC_UY218_.jpg
229,KECHAODA K33 Slim Card Size Dual Sim Phone with External Memory Slot 1.44-inch Display Only Mobile and Charging Cable in Box (Black and Orange),"Rs. 1,047",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71xvXyYrYwL._AC_UY218_.jpg
230,"Micromax X378 Dual SIM, Black",Rs. 908,3.7 out of 5 stars,https://m.media-amazon.com/images/I/61vCVkQORxL._AC_UY218_.jpg
231,"OPPO A16 (Crystal Black, 4GB RAM, 64GB Storage) | Flat Rs. 2849 Citibank Discount","Rs. 13,490",3.1 out of 5 stars,https://m.media-amazon.com/images/I/61ux0RhoNiL._AC_UY218_.jpg
232,"Oppo A54 (Moonlight Gold, 6GB RAM, 128GB Storage) | Flat Rs. 3500 Citibank Discount","Rs. 16,490",4.2 out of 5 stars,https://m.media-amazon.com/images/I/61O5zV2kwkS._AC_UY218_.jpg
233,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
234,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
235,"Samsung Galaxy M52 5G (ICY Blue, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","Rs. 27,999",3.6 out of 5 stars,https://m.media-amazon.com/images/I/81-tqKsrTuL._AC_UY218_.jpg
236,"Samsung Galaxy M52 5G (Blazing Black, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","Rs. 27,999",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71b5BwTCcZL._AC_UY218_.jpg
237,Lava A5 (Dimond Blue),"Rs. 1,263",3.9 out of 5 stars,https://m.media-amazon.com/images/I/71RlBheei0L._AC_UY218_.jpg
238,itel Power - 100 New (Black),"Rs. 1,135",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71F2p-63KUL._AC_UY218_.jpg
239,"KECHAODA K112, Triple Sim Phone(Black), 12","Rs. 1,429",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81EOTi4m9FL._AC_UY218_.jpg
240,NOKIA 125 DS,"Rs. 2,171",3.8 out of 5 stars,https://m.media-amazon.com/images/I/415J0zhAJ0L._AC_UY218_.jpg
241,Snexian Rock Car Design Keypad Flip Phone with Dual Sim - Red,"Rs. 1,178",3.6 out of 5 stars,https://m.media-amazon.com/images/I/31bsHxaEr1L._AC_UY218_.jpg
242,"Samsung Galaxy Note 20 (Mystic Bronze, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","Rs. 44,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81v6FUkT5CL._AC_UY218_.jpg
243,"Samsung Galaxy S20 FE 5G (Cloud Green, 8GB RAM, 128GB Storage)","Rs. 39,990",4.4 out of 5 stars,https://m.media-amazon.com/images/I/812yohjGZ2L._AC_UY218_.jpg
244,"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)","Rs. 12,499",4.2 out of 5 stars,https://m.media-amazon.com/images/I/712+A5mH44L._AC_UY218_.jpg
245,"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime","Rs. 12,999",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Q3iSQAwAS._AC_UY218_.jpg
246,"SeniorWorld Easyfone Elite with Sound Amplification - 2.3"" phone with 20+ senior citizen friendly features like Loud sound, sound booster, Dock charger, Photo speed dial, SOS button, Auto call back, App based Remote phone configuration etc. - White","Rs. 3,750",3.8 out of 5 stars,https://m.media-amazon.com/images/I/712nJojiUuL._AC_UY218_.jpg
247,"Samsung Galaxy M52 5G (Blazing Black, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display","Rs. 27,999",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71b5BwTCcZL._AC_UY218_.jpg
248,micromax x741 with Big Battery 1750mh (Black or Blue as per Availability),"Rs. 1,546",3.4 out of 5 stars,https://m.media-amazon.com/images/I/71tFmAfDetL._AC_UY218_.jpg
249,"KECHAODA A26 Dual Sim Mobile Phone (Bluetooth Size,Black, 16MB)",Rs. 964,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61RxSyR78gL._AC_UY218_.jpg
250,"OnePlus Nord CE 5G (Charcoal Ink, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71LRBr1aLNS._AC_UY218_.jpg
251,"OnePlus Nord CE 5G (Blue Void, 8GB RAM, 128GB Storage)","Rs. 24,999",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61iy2Ru9KdS._AC_UY218_.jpg
252,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Rs. 10,299",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
